"inteiro","representacao"
36550,"trinta e seis mil quinhentos e cinquenta"
36600,"trinta e seis mil e seiscentos"
36650,"trinta e seis mil seiscentos e cinquenta"
36700,"trinta e seis mil e setecentos"
36750,"trinta e seis mil setecentos e cinquenta"
36800,"trinta e seis mil e oitocentos"
36850,"trinta e seis mil oitocentos e cinquenta"
36900,"trinta e seis mil e novecentos"
36950,"trinta e seis mil novecentos e cinquenta"
37000,"trinta e sete mil"
37050,"trinta e sete mil e cinquenta"
37100,"trinta e sete mil e cem"
37150,"trinta e sete mil cento e cinquenta"
37200,"trinta e sete mil e duzentos"
37250,"trinta e sete mil duzentos e cinquenta"
37300,"trinta e sete mil e trezentos"
37350,"trinta e sete mil trezentos e cinquenta"
37400,"trinta e sete mil e quatrocentos"
37450,"trinta e sete mil quatrocentos e cinquenta"
37500,"trinta e sete mil e quinhentos"
37550,"trinta e sete mil quinhentos e cinquenta"
37600,"trinta e sete mil e seiscentos"
37650,"trinta e sete mil seiscentos e cinquenta"
37700,"trinta e sete mil e setecentos"
37750,"trinta e sete mil setecentos e cinquenta"
37800,"trinta e sete mil e oitocentos"
37850,"trinta e sete mil oitocentos e cinquenta"
37900,"trinta e sete mil e novecentos"
37950,"trinta e sete mil novecentos e cinquenta"
38000,"trinta e oito mil"
38050,"trinta e oito mil e cinquenta"
38100,"trinta e oito mil e cem"
38150,"trinta e oito mil cento e cinquenta"
38200,"trinta e oito mil e duzentos"
38250,"trinta e oito mil duzentos e cinquenta"
38300,"trinta e oito mil e trezentos"
38350,"trinta e oito mil trezentos e cinquenta"
38400,"trinta e oito mil e quatrocentos"
38450,"trinta e oito mil quatrocentos e cinquenta"
38500,"trinta e oito mil e quinhentos"
38550,"trinta e oito mil quinhentos e cinquenta"
38600,"trinta e oito mil e seiscentos"
38650,"trinta e oito mil seiscentos e cinquenta"
38700,"trinta e oito mil e setecentos"
38750,"trinta e oito mil setecentos e cinquenta"
38800,"trinta e oito mil e oitocentos"
38850,"trinta e oito mil oitocentos e cinquenta"
38900,"trinta e oito mil e novecentos"
38950,"trinta e oito mil novecentos e cinquenta"
39000,"trinta e nove mil"
39050,"trinta e nove mil e cinquenta"
39100,"trinta e nove mil e cem"
39150,"trinta e nove mil cento e cinquenta"
39200,"trinta e nove mil e duzentos"
39250,"trinta e nove mil duzentos e cinquenta"
39300,"trinta e nove mil e trezentos"
39350,"trinta e nove mil trezentos e cinquenta"
39400,"trinta e nove mil e quatrocentos"
39450,"trinta e nove mil quatrocentos e cinquenta"
39500,"trinta e nove mil e quinhentos"
39550,"trinta e nove mil quinhentos e cinquenta"
39600,"trinta e nove mil e seiscentos"
39650,"trinta e nove mil seiscentos e cinquenta"
39700,"trinta e nove mil e setecentos"
39750,"trinta e nove mil setecentos e cinquenta"
39800,"trinta e nove mil e oitocentos"
39850,"trinta e nove mil oitocentos e cinquenta"
39900,"trinta e nove mil e novecentos"
39950,"trinta e nove mil novecentos e cinquenta"
40000,"quarenta mil"
40050,"quarenta mil e cinquenta"
40100,"quarenta mil e cem"
40150,"quarenta mil cento e cinquenta"
40200,"quarenta mil e duzentos"
40250,"quarenta mil duzentos e cinquenta"
40300,"quarenta mil e trezentos"
40350,"quarenta mil trezentos e cinquenta"
40400,"quarenta mil e quatrocentos"
40450,"quarenta mil quatrocentos e cinquenta"
40500,"quarenta mil e quinhentos"
40550,"quarenta mil quinhentos e cinquenta"
40600,"quarenta mil e seiscentos"
40650,"quarenta mil seiscentos e cinquenta"
40700,"quarenta mil e setecentos"
40750,"quarenta mil setecentos e cinquenta"
40800,"quarenta mil e oitocentos"
40850,"quarenta mil oitocentos e cinquenta"
40900,"quarenta mil e novecentos"
40950,"quarenta mil novecentos e cinquenta"
41000,"quarenta e um mil"
41050,"quarenta e um mil e cinquenta"
41100,"quarenta e um mil e cem"
41150,"quarenta e um mil cento e cinquenta"
41200,"quarenta e um mil e duzentos"
41250,"quarenta e um mil duzentos e cinquenta"
41300,"quarenta e um mil e trezentos"
41350,"quarenta e um mil trezentos e cinquenta"
41400,"quarenta e um mil e quatrocentos"
41450,"quarenta e um mil quatrocentos e cinquenta"
41500,"quarenta e um mil e quinhentos"
41550,"quarenta e um mil quinhentos e cinquenta"
41600,"quarenta e um mil e seiscentos"
41650,"quarenta e um mil seiscentos e cinquenta"
41700,"quarenta e um mil e setecentos"
41750,"quarenta e um mil setecentos e cinquenta"
41800,"quarenta e um mil e oitocentos"
41850,"quarenta e um mil oitocentos e cinquenta"
41900,"quarenta e um mil e novecentos"
41950,"quarenta e um mil novecentos e cinquenta"
42000,"quarenta e dois mil"
42050,"quarenta e dois mil e cinquenta"
42100,"quarenta e dois mil e cem"
42150,"quarenta e dois mil cento e cinquenta"
42200,"quarenta e dois mil e duzentos"
42250,"quarenta e dois mil duzentos e cinquenta"
42300,"quarenta e dois mil e trezentos"
42350,"quarenta e dois mil trezentos e cinquenta"
42400,"quarenta e dois mil e quatrocentos"
42450,"quarenta e dois mil quatrocentos e cinquenta"
42500,"quarenta e dois mil e quinhentos"
42550,"quarenta e dois mil quinhentos e cinquenta"
42600,"quarenta e dois mil e seiscentos"
42650,"quarenta e dois mil seiscentos e cinquenta"
42700,"quarenta e dois mil e setecentos"
42750,"quarenta e dois mil setecentos e cinquenta"
42800,"quarenta e dois mil e oitocentos"
42850,"quarenta e dois mil oitocentos e cinquenta"
42900,"quarenta e dois mil e novecentos"
42950,"quarenta e dois mil novecentos e cinquenta"
43000,"quarenta e três mil"
43050,"quarenta e três mil e cinquenta"
43100,"quarenta e três mil e cem"
43150,"quarenta e três mil cento e cinquenta"
43200,"quarenta e três mil e duzentos"
43250,"quarenta e três mil duzentos e cinquenta"
43300,"quarenta e três mil e trezentos"
43350,"quarenta e três mil trezentos e cinquenta"
43400,"quarenta e três mil e quatrocentos"
43450,"quarenta e três mil quatrocentos e cinquenta"
43500,"quarenta e três mil e quinhentos"
43550,"quarenta e três mil quinhentos e cinquenta"
43600,"quarenta e três mil e seiscentos"
43650,"quarenta e três mil seiscentos e cinquenta"
43700,"quarenta e três mil e setecentos"
43750,"quarenta e três mil setecentos e cinquenta"
43800,"quarenta e três mil e oitocentos"
43850,"quarenta e três mil oitocentos e cinquenta"
43900,"quarenta e três mil e novecentos"
43950,"quarenta e três mil novecentos e cinquenta"
44000,"quarenta e quatro mil"
44050,"quarenta e quatro mil e cinquenta"
44100,"quarenta e quatro mil e cem"
44150,"quarenta e quatro mil cento e cinquenta"
44200,"quarenta e quatro mil e duzentos"
44250,"quarenta e quatro mil duzentos e cinquenta"
44300,"quarenta e quatro mil e trezentos"
44350,"quarenta e quatro mil trezentos e cinquenta"
44400,"quarenta e quatro mil e quatrocentos"
44450,"quarenta e quatro mil quatrocentos e cinquenta"
44500,"quarenta e quatro mil e quinhentos"
44550,"quarenta e quatro mil quinhentos e cinquenta"
44600,"quarenta e quatro mil e seiscentos"
44650,"quarenta e quatro mil seiscentos e cinquenta"
44700,"quarenta e quatro mil e setecentos"
44750,"quarenta e quatro mil setecentos e cinquenta"
44800,"quarenta e quatro mil e oitocentos"
44850,"quarenta e quatro mil oitocentos e cinquenta"
44900,"quarenta e quatro mil e novecentos"
44950,"quarenta e quatro mil novecentos e cinquenta"
45000,"quarenta e cinco mil"
45050,"quarenta e cinco mil e cinquenta"
45100,"quarenta e cinco mil e cem"
45150,"quarenta e cinco mil cento e cinquenta"
45200,"quarenta e cinco mil e duzentos"
45250,"quarenta e cinco mil duzentos e cinquenta"
45300,"quarenta e cinco mil e trezentos"
45350,"quarenta e cinco mil trezentos e cinquenta"
45400,"quarenta e cinco mil e quatrocentos"
45450,"quarenta e cinco mil quatrocentos e cinquenta"
45500,"quarenta e cinco mil e quinhentos"
45550,"quarenta e cinco mil quinhentos e cinquenta"
45600,"quarenta e cinco mil e seiscentos"
45650,"quarenta e cinco mil seiscentos e cinquenta"
45700,"quarenta e cinco mil e setecentos"
45750,"quarenta e cinco mil setecentos e cinquenta"
45800,"quarenta e cinco mil e oitocentos"
45850,"quarenta e cinco mil oitocentos e cinquenta"
45900,"quarenta e cinco mil e novecentos"
45950,"quarenta e cinco mil novecentos e cinquenta"
46000,"quarenta e seis mil"
46050,"quarenta e seis mil e cinquenta"
46100,"quarenta e seis mil e cem"
46150,"quarenta e seis mil cento e cinquenta"
46200,"quarenta e seis mil e duzentos"
46250,"quarenta e seis mil duzentos e cinquenta"
46300,"quarenta e seis mil e trezentos"
46350,"quarenta e seis mil trezentos e cinquenta"
46400,"quarenta e seis mil e quatrocentos"
46450,"quarenta e seis mil quatrocentos e cinquenta"
46500,"quarenta e seis mil e quinhentos"
46550,"quarenta e seis mil quinhentos e cinquenta"
46600,"quarenta e seis mil e seiscentos"
46650,"quarenta e seis mil seiscentos e cinquenta"
46700,"quarenta e seis mil e setecentos"
46750,"quarenta e seis mil setecentos e cinquenta"
46800,"quarenta e seis mil e oitocentos"
46850,"quarenta e seis mil oitocentos e cinquenta"
46900,"quarenta e seis mil e novecentos"
46950,"quarenta e seis mil novecentos e cinquenta"
47000,"quarenta e sete mil"
47050,"quarenta e sete mil e cinquenta"
47100,"quarenta e sete mil e cem"
47150,"quarenta e sete mil cento e cinquenta"
47200,"quarenta e sete mil e duzentos"
47250,"quarenta e sete mil duzentos e cinquenta"
47300,"quarenta e sete mil e trezentos"
47350,"quarenta e sete mil trezentos e cinquenta"
47400,"quarenta e sete mil e quatrocentos"
47450,"quarenta e sete mil quatrocentos e cinquenta"
47500,"quarenta e sete mil e quinhentos"
47550,"quarenta e sete mil quinhentos e cinquenta"
47600,"quarenta e sete mil e seiscentos"
47650,"quarenta e sete mil seiscentos e cinquenta"
47700,"quarenta e sete mil e setecentos"
47750,"quarenta e sete mil setecentos e cinquenta"
47800,"quarenta e sete mil e oitocentos"
47850,"quarenta e sete mil oitocentos e cinquenta"
47900,"quarenta e sete mil e novecentos"
47950,"quarenta e sete mil novecentos e cinquenta"
48000,"quarenta e oito mil"
48050,"quarenta e oito mil e cinquenta"
48100,"quarenta e oito mil e cem"
48150,"quarenta e oito mil cento e cinquenta"
48200,"quarenta e oito mil e duzentos"
48250,"quarenta e oito mil duzentos e cinquenta"
48300,"quarenta e oito mil e trezentos"
48350,"quarenta e oito mil trezentos e cinquenta"
48400,"quarenta e oito mil e quatrocentos"
48450,"quarenta e oito mil quatrocentos e cinquenta"
48500,"quarenta e oito mil e quinhentos"
48550,"quarenta e oito mil quinhentos e cinquenta"
48600,"quarenta e oito mil e seiscentos"
48650,"quarenta e oito mil seiscentos e cinquenta"
48700,"quarenta e oito mil e setecentos"
48750,"quarenta e oito mil setecentos e cinquenta"
48800,"quarenta e oito mil e oitocentos"
48850,"quarenta e oito mil oitocentos e cinquenta"
48900,"quarenta e oito mil e novecentos"
48950,"quarenta e oito mil novecentos e cinquenta"
49000,"quarenta e nove mil"
49050,"quarenta e nove mil e cinquenta"
49100,"quarenta e nove mil e cem"
49150,"quarenta e nove mil cento e cinquenta"
49200,"quarenta e nove mil e duzentos"
49250,"quarenta e nove mil duzentos e cinquenta"
49300,"quarenta e nove mil e trezentos"
49350,"quarenta e nove mil trezentos e cinquenta"
49400,"quarenta e nove mil e quatrocentos"
49450,"quarenta e nove mil quatrocentos e cinquenta"
49500,"quarenta e nove mil e quinhentos"
49550,"quarenta e nove mil quinhentos e cinquenta"
49600,"quarenta e nove mil e seiscentos"
49650,"quarenta e nove mil seiscentos e cinquenta"
49700,"quarenta e nove mil e setecentos"
49750,"quarenta e nove mil setecentos e cinquenta"
49800,"quarenta e nove mil e oitocentos"
49850,"quarenta e nove mil oitocentos e cinquenta"
49900,"quarenta e nove mil e novecentos"
49950,"quarenta e nove mil novecentos e cinquenta"
50000,"cinquenta mil"
50050,"cinquenta mil e cinquenta"
50100,"cinquenta mil e cem"
50150,"cinquenta mil cento e cinquenta"
50200,"cinquenta mil e duzentos"
50250,"cinquenta mil duzentos e cinquenta"
50300,"cinquenta mil e trezentos"
50350,"cinquenta mil trezentos e cinquenta"
50400,"cinquenta mil e quatrocentos"
50450,"cinquenta mil quatrocentos e cinquenta"
50500,"cinquenta mil e quinhentos"
50550,"cinquenta mil quinhentos e cinquenta"
50600,"cinquenta mil e seiscentos"
50650,"cinquenta mil seiscentos e cinquenta"
50700,"cinquenta mil e setecentos"
50750,"cinquenta mil setecentos e cinquenta"
50800,"cinquenta mil e oitocentos"
50850,"cinquenta mil oitocentos e cinquenta"
50900,"cinquenta mil e novecentos"
50950,"cinquenta mil novecentos e cinquenta"
51000,"cinquenta e um mil"
51050,"cinquenta e um mil e cinquenta"
51100,"cinquenta e um mil e cem"
51150,"cinquenta e um mil cento e cinquenta"
51200,"cinquenta e um mil e duzentos"
51250,"cinquenta e um mil duzentos e cinquenta"
51300,"cinquenta e um mil e trezentos"
51350,"cinquenta e um mil trezentos e cinquenta"
51400,"cinquenta e um mil e quatrocentos"
51450,"cinquenta e um mil quatrocentos e cinquenta"
51500,"cinquenta e um mil e quinhentos"
51550,"cinquenta e um mil quinhentos e cinquenta"
51600,"cinquenta e um mil e seiscentos"
51650,"cinquenta e um mil seiscentos e cinquenta"
51700,"cinquenta e um mil e setecentos"
51750,"cinquenta e um mil setecentos e cinquenta"
51800,"cinquenta e um mil e oitocentos"
51850,"cinquenta e um mil oitocentos e cinquenta"
51900,"cinquenta e um mil e novecentos"
51950,"cinquenta e um mil novecentos e cinquenta"
52000,"cinquenta e dois mil"
52050,"cinquenta e dois mil e cinquenta"
52100,"cinquenta e dois mil e cem"
52150,"cinquenta e dois mil cento e cinquenta"
52200,"cinquenta e dois mil e duzentos"
52250,"cinquenta e dois mil duzentos e cinquenta"
52300,"cinquenta e dois mil e trezentos"
52350,"cinquenta e dois mil trezentos e cinquenta"
52400,"cinquenta e dois mil e quatrocentos"
52450,"cinquenta e dois mil quatrocentos e cinquenta"
52500,"cinquenta e dois mil e quinhentos"
52550,"cinquenta e dois mil quinhentos e cinquenta"
52600,"cinquenta e dois mil e seiscentos"
52650,"cinquenta e dois mil seiscentos e cinquenta"
52700,"cinquenta e dois mil e setecentos"
52750,"cinquenta e dois mil setecentos e cinquenta"
52800,"cinquenta e dois mil e oitocentos"
52850,"cinquenta e dois mil oitocentos e cinquenta"
52900,"cinquenta e dois mil e novecentos"
52950,"cinquenta e dois mil novecentos e cinquenta"
53000,"cinquenta e três mil"
53050,"cinquenta e três mil e cinquenta"
53100,"cinquenta e três mil e cem"
53150,"cinquenta e três mil cento e cinquenta"
53200,"cinquenta e três mil e duzentos"
53250,"cinquenta e três mil duzentos e cinquenta"
53300,"cinquenta e três mil e trezentos"
53350,"cinquenta e três mil trezentos e cinquenta"
53400,"cinquenta e três mil e quatrocentos"
53450,"cinquenta e três mil quatrocentos e cinquenta"
53500,"cinquenta e três mil e quinhentos"
53550,"cinquenta e três mil quinhentos e cinquenta"
53600,"cinquenta e três mil e seiscentos"
53650,"cinquenta e três mil seiscentos e cinquenta"
53700,"cinquenta e três mil e setecentos"
53750,"cinquenta e três mil setecentos e cinquenta"
53800,"cinquenta e três mil e oitocentos"
53850,"cinquenta e três mil oitocentos e cinquenta"
53900,"cinquenta e três mil e novecentos"
53950,"cinquenta e três mil novecentos e cinquenta"
54000,"cinquenta e quatro mil"
54050,"cinquenta e quatro mil e cinquenta"
54100,"cinquenta e quatro mil e cem"
54150,"cinquenta e quatro mil cento e cinquenta"
54200,"cinquenta e quatro mil e duzentos"
54250,"cinquenta e quatro mil duzentos e cinquenta"
54300,"cinquenta e quatro mil e trezentos"
54350,"cinquenta e quatro mil trezentos e cinquenta"
54400,"cinquenta e quatro mil e quatrocentos"
54450,"cinquenta e quatro mil quatrocentos e cinquenta"
54500,"cinquenta e quatro mil e quinhentos"
54550,"cinquenta e quatro mil quinhentos e cinquenta"
54600,"cinquenta e quatro mil e seiscentos"
54650,"cinquenta e quatro mil seiscentos e cinquenta"
54700,"cinquenta e quatro mil e setecentos"
54750,"cinquenta e quatro mil setecentos e cinquenta"
54800,"cinquenta e quatro mil e oitocentos"
54850,"cinquenta e quatro mil oitocentos e cinquenta"
54900,"cinquenta e quatro mil e novecentos"
54950,"cinquenta e quatro mil novecentos e cinquenta"
55000,"cinquenta e cinco mil"
55050,"cinquenta e cinco mil e cinquenta"
55100,"cinquenta e cinco mil e cem"
55150,"cinquenta e cinco mil cento e cinquenta"
55200,"cinquenta e cinco mil e duzentos"
55250,"cinquenta e cinco mil duzentos e cinquenta"
55300,"cinquenta e cinco mil e trezentos"
55350,"cinquenta e cinco mil trezentos e cinquenta"
55400,"cinquenta e cinco mil e quatrocentos"
55450,"cinquenta e cinco mil quatrocentos e cinquenta"
55500,"cinquenta e cinco mil e quinhentos"
55550,"cinquenta e cinco mil quinhentos e cinquenta"
55600,"cinquenta e cinco mil e seiscentos"
55650,"cinquenta e cinco mil seiscentos e cinquenta"
55700,"cinquenta e cinco mil e setecentos"
55750,"cinquenta e cinco mil setecentos e cinquenta"
55800,"cinquenta e cinco mil e oitocentos"
55850,"cinquenta e cinco mil oitocentos e cinquenta"
55900,"cinquenta e cinco mil e novecentos"
55950,"cinquenta e cinco mil novecentos e cinquenta"
56000,"cinquenta e seis mil"
56050,"cinquenta e seis mil e cinquenta"
56100,"cinquenta e seis mil e cem"
56150,"cinquenta e seis mil cento e cinquenta"
56200,"cinquenta e seis mil e duzentos"
56250,"cinquenta e seis mil duzentos e cinquenta"
56300,"cinquenta e seis mil e trezentos"
56350,"cinquenta e seis mil trezentos e cinquenta"
56400,"cinquenta e seis mil e quatrocentos"
56450,"cinquenta e seis mil quatrocentos e cinquenta"
56500,"cinquenta e seis mil e quinhentos"
56550,"cinquenta e seis mil quinhentos e cinquenta"
56600,"cinquenta e seis mil e seiscentos"
56650,"cinquenta e seis mil seiscentos e cinquenta"
56700,"cinquenta e seis mil e setecentos"
56750,"cinquenta e seis mil setecentos e cinquenta"
56800,"cinquenta e seis mil e oitocentos"
56850,"cinquenta e seis mil oitocentos e cinquenta"
56900,"cinquenta e seis mil e novecentos"
56950,"cinquenta e seis mil novecentos e cinquenta"
57000,"cinquenta e sete mil"
57050,"cinquenta e sete mil e cinquenta"
57100,"cinquenta e sete mil e cem"
57150,"cinquenta e sete mil cento e cinquenta"
57200,"cinquenta e sete mil e duzentos"
57250,"cinquenta e sete mil duzentos e cinquenta"
57300,"cinquenta e sete mil e trezentos"
57350,"cinquenta e sete mil trezentos e cinquenta"
57400,"cinquenta e sete mil e quatrocentos"
